Date,close_lag_2 - lag_ema13_3,close_lag_2 * Low_S,Adj Close * close_lag_3,close_lag_2 * Open_S,close_lag_2 * High_S,close_lag_2 - lag_ema21_3,close_lag_2 * Open,close_lag_2 * RSI2,close_lag_2 * Low,close_lag_2 * EMA13,close_lag_2 * decaylinear21,close_lag_2 * decaylinear9,close_lag_2 * linreg21,close_lag_2 % atr9,close_lag_2 % atr21,RSI4 % close_lag_3,close_lag_2 * xg15,close_lag_3 * Close_S,close_lag_2 * zg15,close_lag_2 - lag_ema21_4,close_lag_3 * Low_S,close_lag_2 * EMA26,close_lag_3 - lag_ema13_3,close_lag_2 * sg21,close_lag_2 * zg21,Adj Close * close_lag_4,close_lag_2 * xg21,Target
2014-01-28,0.00565262254029153,0.3603494118890667,0.3423744651652705,0.3670981685143821,0.3692236640305248,0.012450063813845835,0.3649211087697707,0.0003047745452598563,0.35232912606727207,0.33105946345017107,0.3235154798235727,0.3219478482521108,0.33114217255226036,0.024690197250525348,0.024690197250525348,0.004627966489566759,0.3179698543813739,0.3529185460432932,0.36520034747401686,0.007746295350248067,0.39557741912059297,0.33404524729188984,0.0080663532655052,0.4113374329831511,0.36410693989050813,0.49360454490819233,0.31687644679786514,0
2014-01-29,-0.007289441050004619,0.17921967110341833,0.2979485499126049,0.18277204028379085,0.18367027945320585,-0.0006148665981453583,0.17512355400015292,5.514073736362289e-05,0.17113496680537324,0.1661075425347532,0.16170345651856158,0.16091207177417804,0.16532323028607435,0.01246430972404089,0.01246430972404089,0.0006124719822495628,0.15981451729084262,0.31145907646659327,0.18349313877969955,-0.005352203696036284,0.34890794247207435,0.1679946154359886,0.00451198207422121,0.20726341680038177,0.18358479531152488,0.3616713226992464,0.15990617382266797,1
2014-01-30,-0.005635472629296867,0.19913111603036546,0.23631443827020981,0.20423789502611647,0.2053476737403862,0.0005346935962129429,0.19935614722947556,3.292958012942155e-05,0.19093265597089554,0.18585271476411014,0.1795290145415386,0.17863763895509893,0.18397836187004976,0.01403916548642492,0.01403916548642492,0.018749331408691616,0.17894502461370757,0.24368718123397234,0.20551407008228026,-0.004017337003002108,0.27200748418261256,0.18841895881033768,-0.0004975343053685854,0.2329630130774366,0.20639396760886392,0.2618468297738872,0.17982492214029122,1
2014-01-31,-0.0027789326794609437,0.23583709999215638,0.2372677341660737,0.2423873552173452,0.24388576216197239,0.002903857327160031,0.23712968175312668,3.2292629548891366e-05,0.22924213661216644,0.22081826968930893,0.21275099982726378,0.21275099982726378,0.21746156225079963,0.01678200140357955,0.01678200140357955,0.000364434162397953,0.21244974802192426,0.23895637040396442,0.24413451339957196,-0.0014391462131013721,0.2648860755835598,0.2243060245904929,-0.0007118281010731753,0.2777872072248951,0.24610244184724736,0.25685240827512,0.21441767646959967,0
2014-02-03,-0.010942005019778822,0.09913056825989117,0.10458106949641496,0.10206515829288156,0.10254128498509366,-0.0064013790343937504,0.10018120231333721,4.96218270596045e-06,0.09676835445879022,0.0929182563062167,0.08979842393943943,0.08934698950444254,0.09106942303860614,0.0071100923512010805,0.0071100923512010805,0.0010396293301871973,0.0893608504817623,0.10837061794054359,0.10271687067095676,-0.010710299635443343,0.12057269487127002,0.09459299642932793,-0.009404078796927395,0.11726437481828762,0.10390835462909316,0.15125152924887023,0.0905523344398987,1
2014-02-04,-0.013014633294240019,0.049382460014929686,0.09089800534273743,0.05082394327846012,0.05102071450871196,-0.009519876713854014,0.04984860929758807,1.6030445058683817e-06,0.04849460804328425,0.04625954297039817,0.04448123169170675,0.04442580908871661,0.04515183493869164,0.0035631601224539455,0.0035631601224539455,0.005287920961257853,0.044432092255647385,0.09230101903043843,0.05110378118445925,-0.014560906102272453,0.10259917545914896,0.04718380672663664,-0.009174814899986394,0.05852440688762893,0.051852717958817074,0.27248481926540385,0.04518102903000522,1
2014-02-05,-0.011704846230132127,0.07411298947773977,0.24879759709410593,0.07634191217937762,0.07716677380805047,-0.008212636972901866,0.07604557787010062,1.8768780818677408e-06,0.0736339854424088,0.06916233461450448,0.06668214626230333,0.06668214626230333,0.06727799165067674,0.005359096555240805,0.005359096555240805,0.011553214409497803,0.06624582684435626,0.2503243153215191,0.07630121783577551,-0.013622713012515941,0.27821964929665305,0.07064850984953351,0.003054068573402846,0.08768168877773272,0.07762629778631346,0.37757933657587583,0.0675709067948942,0
2014-02-06,-0.00012971919096593787,0.25661928280085156,0.3581473037718572,0.26310570966202984,0.2665943365368508,0.003927034788991257,0.25913384612212714,4.8795088237734605e-06,0.25634946374674134,0.23828380591088,0.23061843351230726,0.23061843351230726,0.2311369716208096,0.018562596376362483,0.018562596376362483,0.02547020504633729,0.22752241028276565,0.35979560149404316,0.2624047739600991,-0.0017199774807443724,0.4003604039976926,0.2436653604176207,0.010267817527011003,0.3024403655785502,0.26755800190121676,0.4681509697403748,0.23267563822388332,0
2014-02-07,0.004267260509481785,0.34410932633649055,0.4147371068169302,0.3536132201802973,0.3571424444424118,0.009074917761593415,0.3497829261990535,2.9315262139913008e-06,0.33801499022387127,0.31976253053227766,0.3098838680957752,0.3098838680957752,0.30950568992236127,0.025038147423990464,0.025038147423990464,0.01750663549017606,0.3045524061398428,0.4195529687500454,0.3515382520934654,0.004006098115416856,0.46589094916819623,0.32727647260573894,0.013128357819617964,0.40594866534220375,0.35896281938858116,0.38016534787846357,0.31197697343495856,0
2014-02-10,-0.0011937420020671219,0.25726636472789477,0.18838315036274791,0.2658311274712302,0.26783347738220714,0.0029643234602332313,0.26081682280011553,4.2695111893726184e-07,0.24812638813304208,0.24034298487320305,0.2335200797823228,0.23231748009296066,0.23226944501413982,0.01894094510745381,0.01894094510745381,0.00011809271703255853,0.22871858662990477,0.19706189946397032,0.26412043202958063,-0.0017228068641237382,0.21944033450090217,0.24635341057159776,-0.003978640692263724,0.3053134989808395,0.2699116535811637,0.18371576118178914,0.23450980818148784,1
